-9.966435295095668,-9.899040369458682,-10.202272091099314,-9.75711858603723,-9.70868416312915,-10.057988036469585,-9.909187592948811,-10.263651291458821,-9.845495292027488,-10.111868904082025,-9.961565878865828,-9.826839028815124,-10.531604011637452,-10.062147028239036,-10.516315343054925
-9.87408096192211,-9.723259818266868,-9.900777655911488,-9.578077823295715,-9.580829599998127,-9.896580988765713,-9.843117944995807,-10.492651411372647,-11.178279550343959,-9.62758038916016,-10.5604156466318,-10.614234176250761,-10.22045486272072,-10.20760727779707,-10.460995933053184
-10.270321831984676,-10.380087003602192,-9.741894474944386,-9.942421221248496,-10.04837526364398,-9.650172563585986,-9.626948525073347,-10.05921685313468,-10.27492200488901,-10.949070606012524,-9.598403389219099,-10.022910108267972,-10.21079116242755,-9.73003063736079,-9.975649897504262
-10.699273143044032,-9.860607551113914,-9.99423945405466,-9.61952954088193,-10.085883759810386,-9.60262513801376,-9.936656401345614,-10.591672913130749,-9.672592059927005,-9.451987442421192,-11.396577022010186,-10.698199114383883,-10.871265927796841,-9.882307279776649,-9.651671407448061
-9.879260561356821,-10.00610644429784,-10.054514640940946,-10.378318430350836,-10.150902373230654,-9.260413332617917,-10.682084515831297,-10.589965005543057,-10.129874724473067,-10.021708869740513,-10.945758491913407,-9.920371289784903,-10.20599737435936,-9.800289644511038,-10.083467451173744
-10.224902037927043,-9.745588932610843,-9.967583451430405,-9.382061790987121,-9.676340562779924,-6.118208775699234,-7.631865996025015,-9.387471461013861,-9.101698978825118,-6.2915953334936265,-6.974317308367525,-9.80270307014312,-10.40778257237698,-9.728589456748917,-9.76049637659896
-10.458542506195641,-10.14485640170921,-9.66607903630851,-10.177172856690001,-6.000563093575701,-0.6565437371566503,-1.395930499399866,-7.330314914146663,-6.109429929638655,-0.5956387122726211,-1.3041037097746635,-8.297991596701788,-9.786183213831361,-10.164120201586236,-10.506313477099331
-9.932249386632344,-10.102020356880107,-9.572217504336168,-7.002919618440864,-1.0366220927368728,0.0,-0.6910797118194907,-4.788652176010087,-1.0036954740053996,0.0,-0.514199579318089,-5.711178898296788,-10.334192030309838,-9.848352257575486,-9.801407735342876
-10.057794159069578,-10.671248657194067,-9.303038117280463,-7.166882940461378,-0.9185203625320003,-0.6566458745040936,-0.6804209700059722,-5.426404439082138,-0.8074761042010008,-0.42981351211070545,-0.8775432853414149,-7.093766875690018,-10.106010817341863,-10.62289412103792,-10.337585509830458
-9.618689151215387,-10.56284850191614,-10.02366596455619,-8.37881325151395,-2.640402086652946,-1.4636340762364624,-2.4327255315121494,-7.477076592864094,-2.1088242913514477,-1.4711503656558305,-3.6751054795101057,-8.191479865880751,-10.351105343079729,-10.036712565242922,-10.308610291912167
-10.10273570872945,-10.238602211938133,-9.774120223927358,-9.323708464993718,-7.634228843403339,-7.015537587774962,-9.70524387841786,-9.256334888162817,-7.935843779104099,-7.616264902949269,-10.166252409856732,-10.034082931156505,-9.892564033391746,-9.928448286618119,-11.198370094391374
-10.620359519533828,-10.217245361270225,-10.393604393018418,-9.72014606640659,-10.885644251777494,-10.279729725870315,-10.093498042415453,-9.541795423101622,-9.956455175166667,-9.68364679812807,-10.104589858361726,-10.201181295410132,-9.995067307346503,-10.185039759076716,-9.813249390211194
-9.955977695843456,-9.968685606629577,-9.86241024505292,-10.460692857505393,-10.297950215545955,-10.375790868688217,-11.179534574513696,-10.029637038113533,-10.226571035373073,-10.965604986796613,-10.468113337883874,-9.660696304224306,-9.80051250573374,-10.184491817669674,-9.880339919834903
-10.250846776489514,-9.669077545676974,-9.878574757225175,-9.66910540477921,-9.73685118446245,-10.291565002563454,-10.477719361599721,-9.57730024509709,-9.67833632900523,-10.024608525021696,-9.646400670822507,-9.842827610484218,-9.63728510425314,-9.964292602499956,-10.84157813178325
-10.284477161065057,-9.93152844403345,-10.14338002006268,-10.184152760545077,-10.413966115833144,-9.383741399977536,-10.290812577188701,-10.393311548149802,-9.781470592010551,-9.374954349042715,-10.554358752267401,-9.630023812641287,-10.416994268394827,-11.282360670683993,-9.571547084154824
